"quad","year","SP_ID","ObjectID","species","seedling","area","x","y","age","survives","dormancy","trackID","distEdgeMin","allEdge"
"Q1",2008,"63",64,"Pseudoroegneria spicata","N",0.25,7.913818,73.221241,1,0,0,18,7.663818,0
"Q1",2009,"0",1,"Pseudoroegneria spicata","N",9.9774411689465,30.3981895340062,94.7293839852123,3,1,0,2,3.48620099999999,0
"Q1",2009,"1",2,"Pseudoroegneria spicata","N",16.8455483325175,18.0623865993155,4.12990648757679,3,1,0,4,0,0
"Q1",2009,"2",3,"Pseudoroegneria spicata","N",5.140872436392,35.7243618285569,0.88711306202465,3,1,0,9,0,1
"Q1",2009,"3",4,"Pseudoroegneria spicata","N",23.2265242176475,86.9415686202529,5.98201634566515,3,1,0,6,2.136888,0
"Q1",2009,"4",5,"Pseudoroegneria spicata","N",4.971992548208,53.6688685203592,17.0622726389649,3,1,0,12,15.286705,0
"Q1",2009,"5",6,"Pseudoroegneria spicata","N",16.2869880832595,57.1239575772438,23.2955611494311,3,1,0,12,19.633485,0
"Q1",2009,"6",7,"Pseudoroegneria spicata","N",68.421739178671,66.525749217402,33.7147583167383,3,1,0,5,26.694761,0
"Q1",2009,"7",8,"Pseudoroegneria spicata","N",122.030927460094,8.44556351615963,91.9852261623897,3,1,0,1,0.524005000000002,0
"Q1",2009,"8",9,"Pseudoroegneria spicata","N",4.238389493497,18.0061421233072,81.7164207599413,3,0,0,2,16.347934,0
"Q1",2009,"9",10,"Pseudoroegneria spicata","N",1.776642663692,26.2882243118148,87.451901902038,3,0,0,2,11.191092,0
"Q1",2009,"10",11,"Pseudoroegneria spicata","N",4.9850469627765,99.0007343168143,33.1904331464456,3,1,0,7,0,1
"Q1",2009,"39",40,"Pseudoroegneria spicata","N",0.25,71.176132,1.312832,3,0,0,8,1.062832,1
"Q1",2009,"42",43,"Pseudoroegneria spicata","N",0.25,11.579516,11.245602,3,1,0,4,10.995602,0
"Q1",2009,"46",47,"Pseudoroegneria spicata","N",0.25,16.306144,15.492717,3,0,0,4,15.242717,0
"Q1",2009,"47",48,"Pseudoroegneria spicata","N",0.25,44.871418,16.383241,1,0,0,19,16.133241,0
"Q1",2009,"48",49,"Pseudoroegneria spicata","N",0.25,19.046218,16.657249,2,0,0,16,16.407249,0
"Q1",2009,"50",51,"Pseudoroegneria spicata","N",0.25,53.434151,21.109869,3,1,0,12,20.859869,0
"Q1",2009,"54",55,"Pseudoroegneria spicata","N",0.25,23.772846,55.360798,2,1,0,17,23.522846,0
"Q1",2009,"55",56,"Pseudoroegneria spicata","N",0.25,28.636479,58.922895,1,1,0,20,28.386479,0
"Q1",2009,"58",59,"Pseudoroegneria spicata","N",0.25,7.811914,80.774988,3,1,0,1,7.561914,0
"Q1",2010,"31",32,"Pseudoroegneria spicata","N",63.827998663979,9.45096899909891,91.7165632023347,4,1,0,1,1.812601,0
"Q1",2010,"32",33,"Pseudoroegneria spicata","N",1.9694051116015,5.01383466869627,79.9584357735309,4,1,0,1,4.139585,0
"Q1",2010,"33",34,"Pseudoroegneria spicata","N",6.286359639589,29.2756826333685,94.3293060168056,4,1,0,2,4.015422,0
"Q1",2010,"34",35,"Pseudoroegneria spicata","N",45.387267451884,17.6867466779012,3.13897574321389,4,1,0,4,0,0
"Q1",2010,"35",36,"Pseudoroegneria spicata","N",5.1224750887745,34.1450410919859,1.04699401149571,4,1,0,9,0,1
"Q1",2010,"36",37,"Pseudoroegneria spicata","N",9.996760092929,62.1786853548319,17.7387855825993,4,1,0,12,15.034937,0
"Q1",2010,"37",38,"Pseudoroegneria spicata","N",6.8370801266865,50.884890046509,17.4647574951055,4,1,0,12,15.743717,0
"Q1",2010,"38",39,"Pseudoroegneria spicata","N",1.5075080762125,54.5298618452761,8.23870719400109,3,1,1,15,7.641329,0
"Q1",2010,"39",40,"Pseudoroegneria spicata","N",0.8298911194805,57.272272627346,21.4252479862981,4,0,0,12,20.909481,0
"Q1",2010,"40",41,"Pseudoroegneria spicata","N",114.611239394197,66.4616289145416,33.7610906136999,4,1,0,5,25.855522,0
"Q1",2010,"41",42,"Pseudoroegneria spicata","N",14.207123084392,97.133955971274,32.1453844233256,4,1,0,7,0.0726269999999971,0
"Q1",2010,"42",43,"Pseudoroegneria spicata","N",14.719774062958,84.0236794834931,6.07349543447619,4,1,0,6,3.061642,0
"Q1",2010,"53",54,"Pseudoroegneria spicata","N",0.25,11.080537,11.056282,4,0,0,4,10.806282,0
"Q1",2010,"54",55,"Pseudoroegneria spicata","N",0.25,82.752396,11.316407,4,0,0,6,11.066407,0
"Q1",2010,"63",64,"Pseudoroegneria spicata","N",0.25,50.259117,22.857182,4,0,0,12,22.607182,0
"Q1",2010,"67",68,"Pseudoroegneria spicata","N",0.25,98.801146,30.088994,4,0,0,7,0.948853999999997,1
"Q1",2010,"70",71,"Pseudoroegneria spicata","N",0.25,23.115892,54.952208,3,0,0,17,22.865892,0
"Q1",2010,"71",72,"Pseudoroegneria spicata","N",0.25,26.93428,59.323465,2,0,0,20,26.68428,0
"Q1",2011,"0",1,"Pseudoroegneria spicata","N",8.37916990055251,1.0457016587848,89.9803298347942,5,1,0,1,0,1
"Q1",2011,"1",2,"Pseudoroegneria spicata","N",6.3480187294685,5.90693853215082,90.4254685679505,5,1,0,1,4.559806,0
"Q1",2011,"2",3,"Pseudoroegneria spicata","N",4.9878303188755,10.0596296902424,93.5682043685693,5,1,0,1,5.366764,0
"Q1",2011,"3",4,"Pseudoroegneria spicata","N",2.8449886832065,15.7307217671215,86.3156143451769,5,1,0,1,12.669279,0
"Q1",2011,"4",5,"Pseudoroegneria spicata","N",11.7693966505945,85.7461704595705,1.12328919876218,5,1,0,6,0,1
"Q1",2011,"5",6,"Pseudoroegneria spicata","N",68.6647329097915,67.4556685612576,30.5209036033045,5,1,0,5,24.148094,0
"Q1",2011,"6",7,"Pseudoroegneria spicata","N",18.09479069319,56.8760727989094,25.3192216392795,5,1,0,12,20.020586,0
"Q1",2011,"7",8,"Pseudoroegneria spicata","N",0.567413156763,14.6141689985292,0.39993690844327,5,1,0,4,0,1
"Q1",2011,"8",9,"Pseudoroegneria spicata","N",11.498961599773,31.0080503624137,93.4089589563212,5,1,0,2,4.520096,0
"Q1",2011,"14",15,"Pseudoroegneria spicata","N",0.228612135292,31.7982294191387,0.26435281992528,5,1,0,9,0.036553,1
"Q1",2011,"43",44,"Pseudoroegneria spicata","N",0.25,17.206913,2.928468,5,0,0,4,2.678468,1
"Q1",2011,"44",45,"Pseudoroegneria spicata","N",0.25,12.814822,4.039721,5,0,0,4,3.789721,1
"Q1",2011,"46",47,"Pseudoroegneria spicata","N",0.25,15.196076,4.833472,5,0,0,4,4.583472,0
"Q1",2011,"47",48,"Pseudoroegneria spicata","N",0.25,11.650653,5.203889,5,0,0,4,4.953889,0
"Q1",2011,"48",49,"Pseudoroegneria spicata","N",0.25,15.46066,6.526809,5,0,0,4,6.276809,0
"Q1",2011,"49",50,"Pseudoroegneria spicata","N",0.25,55.148239,7.638061,4,1,0,15,7.388061,0
"Q1",2011,"50",51,"Pseudoroegneria spicata","N",0.25,48.321976,9.860565,1,0,0,21,9.610565,0
"Q1",2011,"51",52,"Pseudoroegneria spicata","N",0.25,47.210724,10.654317,1,0,0,22,10.404317,0
"Q1",2011,"53",54,"Pseudoroegneria spicata","N",0.25,48.692394,11.289318,1,0,0,23,11.039318,0
"Q1",2011,"54",55,"Pseudoroegneria spicata","N",0.25,52.237817,11.659735,4,0,0,15,11.409735,0
"Q1",2011,"55",56,"Pseudoroegneria spicata","N",0.24999999999999,53.984071,12.823904,5,1,0,12,12.573904,0
"Q1",2011,"71",72,"Pseudoroegneria spicata","N",0.25,67.742432,39.705625,5,0,0,5,32.007568,0
"Q1",2012,"0",1,"Pseudoroegneria spicata","N",16.5314718006845,97.2498106018032,32.2344439071528,6,1,1,7,0.129528999999991,0
"Q1",2012,"1",2,"Pseudoroegneria spicata","N",17.2464788596505,83.9970189446063,3.00167656482645,6,1,0,6,0.586737,0
"Q1",2012,"2",3,"Pseudoroegneria spicata","N",4.104504032728,56.6238751604155,21.7287994308382,6,1,0,12,20.179604,0
"Q1",2012,"3",4,"Pseudoroegneria spicata","N",1.877931727632,52.175262761291,16.4962258643358,6,0,0,12,15.609555,0
"Q1",2012,"4",5,"Pseudoroegneria spicata","N",0.723848377412,14.7120966486283,80.1741505789816,6,1,0,1,14.235547,0
"Q1",2012,"5",6,"Pseudoroegneria spicata","N",5.0162640382255,7.75467625062925,92.6904039944561,6,0,0,1,5.226513,0
"Q1",2012,"6",7,"Pseudoroegneria spicata","N",20.652815681709,1.31445309961329,94.8303852146913,6,1,0,1,0,1
"Q1",2012,"7",8,"Pseudoroegneria spicata","N",8.236142411076,15.9613123272138,5.106391429235,6,1,0,4,2.166807,0
"Q1",2012,"8",9,"Pseudoroegneria spicata","N",3.4149659148935,20.2447556896139,0.59097021459429,6,0,0,4,0,1
"Q1",2012,"9",10,"Pseudoroegneria spicata","N",7.4172226625485,33.5638854731031,2.05874799314962,6,1,0,9,0,1
"Q1",2012,"10",11,"Pseudoroegneria spicata","N",3.16806667393,59.3964778332318,35.2966529716305,6,0,0,5,34.293274,0
"Q1",2012,"11",12,"Pseudoroegneria spicata","N",0.75032222998699,25.8076866842344,87.545008497848,1,0,0,24,12.188544,0
"Q1",2012,"21",22,"Pseudoroegneria spicata","N",9.0957590660865,61.3489079557622,32.9197725819455,6,1,0,5,30.8706,0
"Q1",2012,"22",23,"Pseudoroegneria spicata","N",19.5250030254875,67.9299374719377,30.0843152343071,6,1,0,5,26.281103,0
"Q1",2012,"23",24,"Pseudoroegneria spicata","N",13.5504158555515,64.2814316051441,38.1392405684994,6,1,0,5,32.907471,0
"Q1",2012,"36",37,"Pseudoroegneria spicata","N",10.67166172417,29.4262588101343,96.3083337811623,6,1,0,2,1.88162699999999,0
"Q1",2012,"54",55,"Pseudoroegneria spicata","N",0.25,23.375642,2.905793,6,1,1,4,2.655793,1
"Q1",2012,"59",60,"Pseudoroegneria spicata","N",0.25,86.014474,8.316924,6,0,1,6,8.066924,0
"Q1",2012,"61",62,"Pseudoroegneria spicata","N",0.25,65.935432,13.275914,6,1,1,12,13.025914,0
"Q1",2012,"65",66,"Pseudoroegneria spicata","N",0.25,55.093722,25.089975,6,0,0,12,24.839975,0
"Q1",2012,"74",75,"Pseudoroegneria spicata","N",0.25,65.731239,33.126453,6,0,0,5,32.876453,0
"Q1",2012,"89",90,"Pseudoroegneria spicata","N",0.25,4.774574,80.465346,6,0,1,1,4.524574,0
"Q1",2012,"91",92,"Pseudoroegneria spicata","N",0.25,14.352227,83.868573,6,0,0,1,14.102227,0
"Q1",2012,"92",93,"Pseudoroegneria spicata","N",0.24999999999999,10.929553,85.788966,6,1,0,1,10.679553,0
"Q1",2012,"93",94,"Pseudoroegneria spicata","N",0.25,6.81651,87.271801,6,0,0,1,6.56651,0
"Q1",2012,"94",95,"Pseudoroegneria spicata","N",0.25,12.067203,87.903829,6,0,0,1,11.817203,0
"Q1",2012,"97",98,"Pseudoroegneria spicata","N",0.25,6.690104,98.896254,6,0,0,1,0.853746000000001,1
"Q1",2013,"12",13,"Pseudoroegneria spicata","N",37.628044642888,97.4307802944502,31.9289702151398,7,1,0,7,0,0
"Q1",2013,"13",14,"Pseudoroegneria spicata","N",38.646926540557,66.5556624925247,38.9264213260467,7,1,0,5,29.989964,0
"Q1",2013,"14",15,"Pseudoroegneria spicata","N",24.8269454985005,68.0385802872038,28.8701199218792,7,1,0,5,25.020648,0
"Q1",2013,"15",16,"Pseudoroegneria spicata","N",7.834171272485,64.0894065342011,17.3194327129287,7,1,0,12,15.766178,0
"Q1",2013,"16",17,"Pseudoroegneria spicata","N",9.65035745954499,33.876031218067,3.54693167882652,7,1,0,9,0.811492,0
"Q1",2013,"17",18,"Pseudoroegneria spicata","N",6.91898437350951,30.980048379094,94.9782503038543,7,1,0,2,3.022499,0
"Q1",2013,"19",20,"Pseudoroegneria spicata","N",8.69314066690252,26.9597455575981,89.7529425426383,7,1,0,2,7.04618099999999,0
"Q1",2013,"21",22,"Pseudoroegneria spicata","N",4.7468235934225,62.0288750773865,32.5754987950711,7,0,0,5,31.190294,0
"Q1",2013,"24",25,"Pseudoroegneria spicata","N",53.832864225645,2.95785906003225,94.2950765248582,7,1,0,1,0,0
"Q1",2013,"38",39,"Pseudoroegneria spicata","N",0.25,95.204855,44.601954,1,1,0,25,4.54514499999999,0
"Q1",2013,"39",40,"Pseudoroegneria spicata","N",0.25,95.338978,41.98656,1,0,0,26,4.411022,1
"Q1",2013,"40",41,"Pseudoroegneria spicata","N",0.25,86.889245,8.455873,7,1,0,6,8.205873,0
"Q1",2013,"41",42,"Pseudoroegneria spicata","N",0.25,88.09635,6.175786,7,0,0,6,5.925786,0
"Q1",2013,"42",43,"Pseudoroegneria spicata","N",0.25,84.944464,5.102804,7,1,0,6,4.852804,0
"Q1",2013,"43",44,"Pseudoroegneria spicata","N",0.25,59.32702,37.359325,7,0,0,5,37.109325,0
"Q1",2013,"44",45,"Pseudoroegneria spicata","N",0.25,56.175136,25.556523,7,0,0,12,25.306523,0
"Q1",2013,"45",46,"Pseudoroegneria spicata","N",0.25,59.259959,22.002271,7,0,0,12,21.752271,0
"Q1",2013,"46",47,"Pseudoroegneria spicata","N",0.25,54.565663,7.382891,6,1,1,15,7.132891,0
"Q1",2013,"47",48,"Pseudoroegneria spicata","N",0.25,59.729388,4.365129,6,0,1,15,4.115129,1
"Q1",2013,"48",49,"Pseudoroegneria spicata","N",0.25,50.407857,4.096884,1,0,0,27,3.846884,1
"Q1",2013,"49",50,"Pseudoroegneria spicata","N",0.25,39.3092,27.199527,1,1,0,28,26.949527,0
"Q1",2013,"50",51,"Pseudoroegneria spicata","N",0.25,37.599135,31.927353,1,0,0,29,31.677353,0
"Q1",2013,"51",52,"Pseudoroegneria spicata","N",0.25,16.139496,79.742113,7,1,0,1,15.889496,0
"Q1",2013,"52",53,"Pseudoroegneria spicata","N",0.24999999999999,11.378138,84.637593,7,1,0,1,11.128138,0
"Q1",2013,"53",54,"Pseudoroegneria spicata","N",0.25,10.97577,86.180005,7,0,0,1,10.72577,0
"Q1",2014,"11",12,"Pseudoroegneria spicata","N",21.208706262549,32.246052468688,95.4850621467315,8,1,0,2,0.799471999999994,0
"Q1",2014,"15",16,"Pseudoroegneria spicata","N",49.4043339641765,2.94905751723604,95.914640580306,8,1,0,1,0,0
"Q1",2014,"16",17,"Pseudoroegneria spicata","N",8.63244336062251,7.47088145412906,90.9389320112681,8,0,0,1,6.267576,0
"Q1",2014,"22",24,"Pseudoroegneria spicata","N",20.2729011075041,66.92895320338,37.8164799363465,8,1,0,5,30.893757,0
"Q1",2014,"23",25,"Pseudoroegneria spicata","N",15.049680841668,64.5301701357594,31.2648242231681,8,1,0,5,29.019659,0
"Q1",2014,"25",27,"Pseudoroegneria spicata","N",6.562933127889,59.990866044317,21.2780743600525,8,1,0,12,18.899325,0
"Q1",2014,"39",41,"Pseudoroegneria spicata","N",0.25,94.109418,45.423858,2,0,0,25,5.64058200000001,0
"Q1",2014,"40",42,"Pseudoroegneria spicata","N",0.25,26.706679,84.913,8,1,0,2,14.837,0
"Q1",2014,"41",43,"Pseudoroegneria spicata","N",0.25,28.691058,88.286443,8,0,0,2,11.463557,0
"Q1",2014,"43",45,"Pseudoroegneria spicata","N",0.25,30.080123,58.388468,1,0,0,30,29.830123,0
"Q1",2014,"46",48,"Pseudoroegneria spicata","N",0.25,10.302479,83.788518,8,1,0,1,10.052479,0
"Q1",2014,"52",54,"Pseudoroegneria spicata","N",0.25,18.239996,6.331593,8,1,1,4,6.081593,0
"Q1",2014,"53",55,"Pseudoroegneria spicata","N",0.25,23.692255,9.420507,1,1,0,31,9.170507,0
"Q1",2014,"54",56,"Pseudoroegneria spicata","N",0.25,24.702728,6.239713,8,1,1,4,5.989713,0
"Q1",2014,"55",57,"Pseudoroegneria spicata","N",0.25,14.932697,2.892002,8,0,1,4,2.642002,1
"Q1",2014,"56",58,"Pseudoroegneria spicata","N",0.25,17.446244,0.973769,8,0,1,4,0.723769,1
"Q1",2014,"57",59,"Pseudoroegneria spicata","N",0.25,55.54632,10.96181,7,1,0,15,10.71181,0
"Q1",2014,"58",60,"Pseudoroegneria spicata","N",0.25,56.670801,6.463884,7,0,0,15,6.213884,0
"Q1",2014,"59",61,"Pseudoroegneria spicata","N",0.25,44.499944,12.086291,1,0,0,32,11.836291,0
"Q1",2014,"60",62,"Pseudoroegneria spicata","N",0.25,46.285885,13.475357,1,0,0,33,13.225357,0
"Q1",2014,"61",63,"Pseudoroegneria spicata","N",0.25,57.266115,16.716509,8,0,1,12,16.466509,0
"Q1",2014,"62",64,"Pseudoroegneria spicata","N",0.25,62.623939,18.237866,8,1,0,12,17.987866,0
"Q1",2014,"64",66,"Pseudoroegneria spicata","N",0.25,34.776487,27.299864,2,0,0,28,27.049864,0
"Q1",2014,"65",67,"Pseudoroegneria spicata","N",0.25,60.705705,35.964985,8,0,0,5,35.714985,0
"Q1",2014,"66",68,"Pseudoroegneria spicata","N",0.25,88.883886,8.315971,8,1,0,6,8.065971,0
"Q1",2014,"67",69,"Pseudoroegneria spicata","N",0.25,86.238048,4.942527,8,1,0,6,4.692527,0
"Q1",2015,"1",2,"Pseudoroegneria spicata","N",31.6153143223555,3.63039915444485,91.7420769755196,9,1,0,1,0,0
"Q1",2015,"4",6,"Pseudoroegneria spicata","N",2.03396166907201,10.6374685479142,83.3636821585066,9,0,0,1,8.931416,0
"Q1",2015,"5",7,"Pseudoroegneria spicata","N",1.42634509184801,14.4967813181786,82.3745809600615,9,0,0,1,13.462414,0
"Q1",2015,"8",10,"Pseudoroegneria spicata","N",12.634192140227,31.9733102116351,93.9299667123551,9,1,0,2,3.101392,0
"Q1",2015,"9",11,"Pseudoroegneria spicata","N",5.88394308189749,26.7013873926396,84.8327013668667,9,0,0,2,13.883184,0
"Q1",2015,"22",24,"Pseudoroegneria spicata","N",1.720309913079,13.8078758831982,77.0967358391033,9,0,1,1,12.602516,0
"Q1",2015,"31",33,"Pseudoroegneria spicata","N",14.4595534780265,96.4425590316611,31.511711823722,9,1,1,7,1.14280599999999,0
"Q1",2015,"35",37,"Pseudoroegneria spicata","N",17.47729898148,68.6424687384983,28.6131646321751,9,1,0,5,25.419628,0
"Q1",2015,"36",38,"Pseudoroegneria spicata","N",2.975378869653,67.4044497978913,35.7341022975252,9,0,0,5,30.940516,0
"Q1",2015,"37",39,"Pseudoroegneria spicata","N",3.91597421440001,64.5121744509917,38.4743820115302,9,0,0,5,33.610067,0
"Q1",2015,"38",40,"Pseudoroegneria spicata","N",6.8087318574375,58.5972512114023,35.0005342848323,9,1,0,5,34.072656,0
"Q1",2015,"39",41,"Pseudoroegneria spicata","N",8.3435562542145,62.8173363912102,30.3346206755871,9,1,0,5,28.779581,0
"Q1",2015,"47",49,"Pseudoroegneria spicata","N",1.9161470222965,16.0433052388991,7.30836055476298,9,1,0,4,6.557871,0
"Q1",2015,"49",51,"Pseudoroegneria spicata","N",3.333397610834,86.0365468638296,7.90443999119954,9,1,0,6,7.156219,0
"Q1",2015,"50",52,"Pseudoroegneria spicata","N",4.49431366440101,83.0968819848342,3.26457128850416,9,1,0,6,2.001225,1
"Q1",2015,"81",83,"Pseudoroegneria spicata","N",0.25,33.380641,2.886531,9,1,1,9,2.636531,1
"Q1",2015,"90",92,"Pseudoroegneria spicata","N",0.25,54.157111,13.610761,8,1,0,15,13.360761,0
"Q1",2015,"91",93,"Pseudoroegneria spicata","N",0.25,55.031618,8.870007,8,0,0,15,8.620007,0
"Q1",2015,"92",94,"Pseudoroegneria spicata","N",0.25,59.127998,31.929403,9,0,0,5,31.679403,0
"Q1",2015,"93",95,"Pseudoroegneria spicata","N",0.25,59.772372,33.310205,9,0,0,5,33.060205,0
"Q1",2015,"106",108,"Pseudoroegneria spicata","N",0.25,18.053737,76.271562,9,0,1,1,17.803737,0
"Q1",2015,"107",109,"Pseudoroegneria spicata","N",0.25,16.488828,79.677541,9,0,1,1,16.238828,0
"Q1",2015,"108",110,"Pseudoroegneria spicata","N",0.25,7.835801,96.707434,9,0,0,1,3.04256600000001,1
"Q1",2015,"109",111,"Pseudoroegneria spicata","N",0.25,6.501026,98.364397,9,0,0,1,1.385603,1
"Q1",2016,"0",1,"Pseudoroegneria spicata","N",30.645220414172,2.2041764459075,88.7534250845146,10,0,0,1,0,0
"Q1",2016,"19",22,"Pseudoroegneria spicata","N",5.90558770939452,31.9943739167896,92.1478026366593,10,0,0,2,5.642246,0
"Q1",2016,"23",26,"Pseudoroegneria spicata","N",16.879865440435,94.6371426262006,29.2494134602255,10,0,0,7,3.652995,0
"Q1",2016,"25",28,"Pseudoroegneria spicata","N",0.32591777123249,99.8918937236684,19.6328305593858,1,0,0,34,0,1
"Q1",2016,"26",29,"Pseudoroegneria spicata","N",2.38453191372351,85.2421289164723,7.85917999007383,10,0,0,6,6.767265,0
"Q1",2016,"27",30,"Pseudoroegneria spicata","N",1.71292521654301,81.8579405019195,2.56213935074497,10,0,0,6,1.27715,1
"Q1",2016,"28",31,"Pseudoroegneria spicata","N",11.351687230471,66.4347642346239,35.0961334098724,10,0,0,5,31.963468,0
"Q1",2016,"29",32,"Pseudoroegneria spicata","N",2.32984276472651,64.6997730724847,30.4888862320906,10,0,0,5,29.32304,0
"Q1",2016,"30",33,"Pseudoroegneria spicata","N",13.666214384993,68.524496124524,27.9589668526053,10,0,0,5,24.891261,0
"Q1",2016,"31",34,"Pseudoroegneria spicata","N",1.85512264618751,69.6629837448348,21.6646162182462,10,0,0,5,20.790211,0
"Q1",2016,"32",35,"Pseudoroegneria spicata","N",2.0060701002255,58.6422899887619,18.5594492101252,10,0,1,12,17.416766,0
"Q1",2016,"33",36,"Pseudoroegneria spicata","N",2.88769057891801,64.5338854110489,13.3941728777292,10,0,1,12,11.595921,0
"Q1",2016,"34",37,"Pseudoroegneria spicata","N",1.2272689979225,61.3973513413833,33.3095430021765,10,0,0,5,33.027214,0
"Q1",2016,"39",43,"Pseudoroegneria spicata","N",0.446629401946,30.6949090919937,1.07967925732868,10,0,0,9,0.549765,1
"Q1",2016,"44",50,"Pseudoroegneria spicata","N",1.3804916051455,18.1291439195375,3.727079591703,10,0,0,4,3.142687,1
"Q1",2016,"45",51,"Pseudoroegneria spicata","N",1.2488809539255,23.1120466053079,7.73040910095493,3,0,1,31,6.21186,0
"Q1",2016,"46",52,"Pseudoroegneria spicata","N",1.075271191046,25.5404401998755,3.87493193704018,10,0,1,4,2.61352,1
"Q1",2016,"59",65,"Pseudoroegneria spicata","N",2.253273114244,81.4805023449079,6.7072451319031,10,0,0,6,5.825899,0
"Q1",2016,"62",68,"Pseudoroegneria spicata","N",0.15540974125,36.8649709194059,0.29063741392745,10,0,0,9,0.122353,1
"Q1",2016,"63",71,"Pseudoroegneria spicata","N",0.8696311914165,11.5450976063763,7.92070216423008,10,0,0,4,7.0227,0
"Q1",2016,"77",85,"Pseudoroegneria spicata","N",0.25,84.274704,8.85362,10,0,0,6,8.60362,0
"Q1",2016,"78",86,"Pseudoroegneria spicata","N",0.133259,57.075483,0.133259,1,0,0,35,0,1
"Q1",2016,"80",88,"Pseudoroegneria spicata","N",0.25,66.335918,16.367801,10,0,1,12,16.117801,0
"Q1",2016,"82",90,"Pseudoroegneria spicata","N",0.25,61.361742,34.782838,10,0,0,5,34.532838,0
"Q1",2016,"83",91,"Pseudoroegneria spicata","N",0.25,55.435064,13.669046,9,0,0,15,13.419046,0
"Q1",2016,"85",93,"Pseudoroegneria spicata","N",0.25,50.090469,12.875294,9,0,0,15,12.625294,0
"Q1",2016,"88",96,"Pseudoroegneria spicata","N",0.25,33.673041,2.926941,10,0,0,9,2.676941,1
