quad,year,SP_ID,x,y,GenID
Q20,2007,19,73.7126696221,86.936737628,42
Q20,2007,20,97.9816686757,78.2044358032,43
Q20,2007,22,88.6230980605,68.6306733765,44
Q20,2007,24,73.4148547824,56.7332864958,45
Q20,2007,25,74.5275974602,64.1054754009,46
Q20,2007,27,62.4788424317,59.4986999909,47
Q20,2007,28,67.7458204249,72.1582344181,48
Q20,2007,30,88.6187620452,83.7140091492,49
Q20,2007,31,14.1778024408,55.6745086315,50
Q20,2007,32,10.5078671934,45.3250435233,51
Q20,2007,34,1.3029850197,18.2341478024,52
Q20,2007,35,3.0469001966,12.7532514209,53
Q20,2007,36,18.0774261384,21.9656971832,54
Q20,2007,37,22.2792780236,36.3850097664,55
Q20,2007,38,29.1257253586,56.8306130603,56
Q20,2007,39,36.8156532489,57.6522783364,57
Q20,2007,40,35.9841590102,42.8601855301,58
Q20,2007,43,34.6408412828,31.6734851175,59
Q20,2007,44,46.3784995632,32.5149819347,60
Q20,2007,45,45.4227825276,28.0217772265,60
Q20,2007,49,16.8455960468,14.63999884,61
Q20,2007,51,34.6051307901,14.454229088,62
Q20,2007,53,41.9926374814,17.9239417004,63
Q20,2007,54,55.7063477524,48.5299304565,64
Q20,2007,55,96.8996575757,32.1710660184,65
Q20,2007,57,84.6580273617,18.0550136126,66
Q20,2007,58,72.4653970029,7.8305831287,67
Q20,2007,59,82.6041841686,4.2557085184,68
Q20,2007,66,86.2813356765,18.6914213396,69
Q20,2007,68,81.61865113,32.5862206474,70
Q20,2007,77,90.3666388951,90.1207894044,71
Q20,2007,78,87.0860623398,90.2469651691,72
Q21,2007,8,44.5807393339,9.5833227535,73
Q21,2007,11,56.6370778237,42.2339593753,74
Q21,2007,12,62.1158315553,48.5828394852,75
Q21,2007,13,52.3222714738,47.4456190774,76
Q21,2007,15,20.3349654149,23.9070240813,77
Q21,2007,16,7.495564824,15.0221992966,78
Q21,2007,17,5.2721934937,2.6469805708,79
Q21,2007,24,28.6069306546,36.6111814483,80
Q21,2007,32,12.4398473574,59.9775943583,81
Q21,2007,34,9.9022565088,38.7248311888,82
Q21,2007,38,87.7559835258,98.322324532,83
Q21,2007,45,5.9703694422,96.3965277703,84
Q21,2007,46,17.5236516547,91.5301833365,85
Q21,2007,83,45.9831127011,79.2301426844,86
Q21,2007,84,10.6151090266,79.478338602,87
Q21,2007,85,54.0494995977,85.0627605392,88
Q21,2007,86,99.2212669305,85.4971042847,89
Q21,2007,87,50.5747487435,88.7236592213,90
Q21,2007,88,7.7608488562,90.8333294146,91
Q22,2007,11,19.3453214024,59.7450734112,92
Q22,2007,13,18.835245137,50.7441836765,93
Q22,2007,14,41.1473124011,56.1863896682,94
Q22,2007,15,71.2353494362,84.7387074899,95
Q22,2007,16,52.9650649017,70.7707243433,96
Q22,2007,17,92.8876973369,96.0492889426,97
Q22,2007,28,20.8472234601,34.6710061842,98
Q22,2007,32,12.442901225,16.2286139697,99
Q22,2007,35,48.796465826,27.4981608153,100
Q22,2007,40,76.6675534715,28.7339787977,101
Q22,2007,41,70.1498031658,21.3185403547,102
Q22,2007,43,75.5390550982,10.1158487271,103
Q22,2007,46,99.280239531,25.5201359584,104
Q22,2007,48,66.8706228722,0.5490718014,105
Q22,2007,49,14.2789120695,2.1325327818,106
Q22,2007,56,18.2060427331,37.7989495899,107
Q22,2007,61,0.3890168253,59.3629042428,108
Q23,2007,1,11.2469986544,52.3200883095,109
Q23,2007,4,96.2435769587,82.8231884872,110
Q23,2007,11,68.9025747024,50.8796187646,111
Q23,2007,12,61.2270382353,37.7555510864,112
Q23,2007,14,51.8053193644,23.3834200311,113
Q23,2007,16,40.5739733892,19.9829183937,114
Q23,2007,25,22.7762859223,33.1275716122,115
Q23,2007,26,16.3011003987,17.9857644739,116
Q23,2007,33,22.4485544258,13.324129079,117
Q23,2007,52,18.0477471822,13.3668083417,118
Q23,2007,58,94.0001222949,16.9835876852,119
Q23,2007,64,49.9061903021,25.9101083644,120
Q23,2007,72,51.445245607,28.4495497954,121
Q23,2007,77,63.6037818035,32.9897621439,122
Q23,2007,78,85.3814127656,33.2975728489,123
Q23,2007,91,79.3790973436,61.9240004516,124
Q23,2007,96,76.8396568024,72.3126228695,125
Q23,2007,97,16.1239284961,72.6973862508,126
Q23,2007,102,38.9788978156,79.4692293252,127
Q23,2007,107,49.521426031,91.1660490193,128
Q23,2007,109,73.2998292453,91.8586239955,129
Q23,2007,114,47.2897966398,96.3218841126,130
Q24,2007,1,16.8556897287,91.6309347929,131
Q24,2007,5,13.9680011214,64.4298389067,132
Q24,2007,9,55.9909818206,97.5594743452,133
Q24,2007,20,99.6150808955,50.1662475883,134
Q24,2007,21,53.4399534733,91.1689109387,133
Q24,2007,31,99.5940164645,6.53735328,135
Q3,2010,89,8.2009675822,74.9080145432,136
Q3,2010,93,0.7560791274,80.1844887381,137
Q3,2010,95,1.4788837324,81.6300979481,138
Q3,2010,96,5.2374682123,81.702378453,139
Q32,2011,8,75.5468750486,46.0298565019,140
Q32,2011,9,82.2836702229,28.6587892789,141
Q32,2011,10,64.8805787745,40.2089853114,142
Q32,2011,11,65.9227067738,84.4359053028,143
Q32,2011,12,81.7760739873,90.6631043483,144
Q32,2011,13,96.2722676864,12.7657300184,145
Q32,2011,14,75.8306286408,10.0379227123,146
Q32,2011,15,91.5597773403,0.5132695359,147
Q32,2011,49,13.8320268777,94.3641731793,148
Q32,2011,50,83.241193203,93.7909083098,149
Q32,2011,64,79.0960469496,86.7353388368,150
Q32,2011,65,26.2674687523,86.6912412996,151
Q32,2011,66,28.2077506021,86.6471442073,152
Q32,2011,71,82.7120263156,85.280127227,153
Q32,2011,72,28.1195555276,85.0155433384,154
Q32,2011,74,96.2058028548,84.2217921176,155
Q32,2011,91,36.8067258694,49.3408194734,156
Q32,2011,97,37.9973531457,27.6449428324,157
Q32,2011,99,8.9813226982,26.1015365931,158
Q32,2011,104,11.406674788,18.7372861392,159
Q32,2011,107,50.7414760012,16.8411013818,160
Q32,2011,110,32.0883143016,8.8594885212,161
Q32,2011,111,1.9257532253,6.4341364314,162
Q32,2011,112,32.132410949,6.3900388942,163
Q38,2011,0,36.8897583129,31.5597599501,164
Q38,2011,1,3.6830673102,45.2792775858,165
Q39,2011,64,88.9768936347,95.2263685105,166
Q39,2011,67,99.3791054735,7.1051985875,167
Q4,2007,10,27.5604316281,83.5363773922,168
Q4,2007,14,26.2144132751,14.3439421337,169
Q4,2007,25,76.7752126685,82.8817979727,170
Q4,2007,26,72.7651172538,0.6221365358,171
Q4,2007,34,21.9160550402,20.1864650872,169
Q41,2011,1,99.6940506976,91.0605263109,172
Q41,2011,2,59.6630968315,54.3022575131,173
Q41,2011,3,22.4183859092,10.7011726983,174
Q41,2011,4,22.2939022908,14.4230191828,175
Q41,2011,5,42.3924988423,24.636792045,176
Q41,2011,9,45.1035092363,33.8919449324,177
Q41,2011,10,96.5386970572,82.7228610263,178
Q41,2011,43,50.2769346276,70.3315524335,179
Q41,2011,47,53.628330105,36.5971104183,180
Q41,2011,48,53.8929139936,38.0523220281,181
Q41,2011,51,57.1120177492,4.3178791229,182
Q42,2011,0,83.9823216368,99.8044834533,183
Q42,2011,1,92.1046298678,83.8943170843,184
Q42,2011,2,40.8239660474,27.0032114291,185
Q42,2011,3,85.7758174566,48.8533693717,186
Q42,2011,122,99.8956693748,41.5862234018,187
Q42,2011,171,54.2683309152,57.5935466603,188
Q42,2011,176,32.4401621075,59.53382851,189
Q42,2011,189,25.2082029305,62.8852239874,190
Q45,2011,30,65.8385123725,40.7362638983,191
Q45,2011,70,64.5823648155,38.6903029173,191
Q45,2011,71,63.832709797,39.2635682318,191
Q45,2011,75,59.6076360901,41.2314105974,191
Q45,2011,76,60.9222874673,41.4243368778,191
Q45,2011,77,62.4656932617,41.4243368778,191
Q45,2011,78,64.5382668333,42.6149637092,191
Q45,2011,79,66.2580618868,43.4969100045,191
Q46,2012,9,90.5373513451,1.139295139,192
Q46,2012,166,69.7855812021,55.1974002286,193
Q46,2012,183,30.8256081655,66.6075788118,194
Q46,2012,200,51.1985653635,96.90243161,195
Q46,2012,201,50.2725215309,98.1592047472,196
Q48,2011,31,63.837406424,94.9336923534,197
Q48,2011,32,85.7341632369,72.0777516662,198
Q48,2011,33,76.668650194,55.9745751081,199
Q48,2011,34,43.3954902724,39.2732581241,200
Q48,2011,35,11.9760017435,36.7760464119,201
Q48,2011,36,4.8933511641,58.8607931593,202
Q48,2011,37,72.8657244739,44.2398949713,203
Q48,2011,38,33.7878061184,77.522957222,204
Q48,2011,39,47.5050024142,64.9517193425,205
Q48,2011,113,41.3737148917,57.3259573496,206
Q48,2011,122,58.4834707969,79.7273910268,207
Q49,2011,17,36.2919584158,47.6599475703,208
Q49,2011,23,24.3970714612,34.0812630009,209
Q49,2011,49,75.2839742514,21.4394495822,210
Q49,2011,52,72.6381353654,23.2033421729,211
Q49,2011,57,75.9013362133,25.5845967254,212
Q49,2011,60,78.2825907658,26.6870293721,213
Q49,2011,65,23.6460233304,31.3613442925,214
Q5,2007,7,46.9126687199,73.6400498792,215
Q50,2012,141,5.306511147,62.0360370693,216
Q51,2011,8,78.5084776833,80.0151129245,217
Q51,2011,9,88.0424405834,48.9745636349,218
Q51,2011,10,96.6845217976,20.1631474134,219
Q51,2011,43,59.1732913552,18.2269099405,220
Q51,2011,46,57.3234405731,16.7666392485,221
Q51,2011,69,92.7776780867,46.7969077132,222
Q51,2011,89,96.5700467118,59.9379061791,223
Q51,2011,92,95.9085872128,61.4372144363,224
Q51,2011,96,97.0110203044,63.5979826374,225
Q51,2011,114,96.1731715463,69.9038984267,226
Q51,2011,116,96.43775499,70.7417471849,227
Q51,2011,126,73.6394457023,78.5910683236,228
Q51,2011,130,73.110277925,80.3549604694,229
Q51,2011,152,52.7814173745,99.8641319918,230
Q52,2011,40,79.61974236,45.0586562573,231
Q52,2011,41,37.3615302318,41.5329473265,232
Q52,2011,42,15.8632220036,30.3168854688,233
Q52,2011,43,1.1397076982,32.0139618306,234
Q52,2011,44,25.0968322957,0.9825733318,235
Q52,2011,45,51.9359880702,96.0035357072,236
Q52,2011,49,51.1967212744,91.276834483,237
Q52,2011,70,1.3594450569,87.2925306279,238
Q52,2011,75,1.2271524452,83.0150917629,239
Q52,2011,125,15.3823898182,32.7882549144,240
Q52,2011,139,88.7162169353,8.0055666846,241
Q53,2012,24,23.5057905684,16.3571246938,242
Q53,2012,58,88.1571877668,29.4375979047,243
Q54,2011,46,55.0949300043,14.1186270922,244
Q54,2011,47,78.9165375001,0.2654941204,245
Q54,2011,48,84.4777395121,4.8049250812,246
Q54,2011,49,84.2220257539,71.4791129479,247
Q54,2011,64,72.6243489315,4.5751485385,248
Q54,2011,69,53.6625049163,25.9182462164,249
Q54,2011,71,79.3712374236,28.8286689911,250
Q54,2011,72,49.5614553103,29.2696421387,251
Q54,2011,88,91.0129267425,49.8189890407,252
Q54,2011,104,18.6492409952,74.4693851037,253
Q54,2011,106,75.5347712613,77.6002946747,254
Q56,2011,15,6.5818860608,93.1172894483,255
Q58,2011,26,94.3025369767,47.1745781767,256
Q58,2011,27,70.5218562697,94.0850349635,257
Q58,2011,28,2.0474582153,15.3302279925,258
Q58,2011,29,50.0387594789,95.945991458,259
Q58,2011,40,54.4203989588,13.8501074024,260
Q58,2011,59,73.2471555218,5.9033193861,261
Q58,2011,67,55.696426024,21.8224484599,262
Q58,2011,69,53.9766309705,21.6460587559,263
Q58,2011,71,52.080446658,22.0429352562,264
Q58,2011,84,23.814070784,55.2041124019,265
Q58,2011,87,21.5651079534,55.8214748087,266
Q58,2011,89,20.021702159,66.1402455744,267
Q58,2011,90,19.7571182704,56.6152264745,268
Q58,2011,93,18.6105880864,64.6850348545,269
Q58,2011,94,17.1994740138,65.3023963714,270
Q6,2009,52,9.8724994098,10.5432392134,271
Q60,2011,5,56.7994086663,25.4415685838,272
Q60,2011,6,57.7677903259,34.8970282249,273
Q60,2011,7,53.8111520401,35.7087331452,274
Q60,2011,8,69.4223064426,35.8596124974,275
Q60,2011,16,44.9821502013,31.1332537337,276
Q62,2011,0,92.3759812221,69.7007142147,277
Q62,2011,1,74.0583167697,80.9601876102,278
Q62,2011,2,85.9459462126,89.3135502071,279
Q62,2011,3,18.4075535275,78.765115775,280
Q62,2011,4,54.0032435545,25.306287028,281
Q62,2011,5,45.8157567944,25.2298383176,282
Q62,2011,6,40.2189699629,10.057625066,283
Q62,2011,7,48.4656736384,11.548413638,284
Q62,2011,8,30.6168588745,52.4861518683,285
Q62,2011,9,76.7140576886,98.9361438513,286
Q62,2011,10,71.2941508864,41.2775598696,287
Q62,2011,41,46.3058964941,98.3595062476,288
Q62,2011,46,34.1350385081,75.3848072559,289
Q62,2011,47,19.6270235069,71.2837580948,290
Q62,2011,52,33.8263575272,60.1712352183,291
Q62,2011,53,47.1878427895,59.0688025716,292
Q62,2011,56,79.5111711771,43.1937705901,293
Q62,2011,64,66.7670478767,34.6388928599,294
