"X","quad","year","trackID","area","survives","age","distEdgeMin","allEdge","seedling","QuadName","Grazing","Group","logarea","species","W.ARTR","W.HECO","W.POSE","W.PSSP"
20,"Q1",35,9,109.4022564,1,2,-9.78e-09,0,0,"E1 Q1","UG","E1",4.6950315150037,"ARTR",0.262712992445736,0,0.527212634726408,0.030673815248103
21,"Q1",35,5,129.142221,1,4,0.13938941,0,0,"E1 Q1","UG","E1",4.86091428543978,"ARTR",0.0705244942407701,0,0,0.0254703283225213
22,"Q1",35,15,0.25,0,1,39.99425585,0,1,"E1 Q1","UG","E1",-1.38629436111989,"ARTR",0.100578335632123,0.00726543970469438,0,0.0334843489560922
24,"Q1",35,14,0.25,0,1,36.68304803,0,1,"E1 Q1","UG","E1",-1.38629436111989,"ARTR",0.0885947629371455,0,0.016923559096691,0.047038318179297
25,"Q1",35,11,10.99469563,1,1,-7.08e-09,0,0,"E1 Q1","UG","E1",2.39741294104056,"ARTR",0.485741929442561,0.00671211052935594,0.00292,1.30222067278655
27,"Q1",35,6,79.88755973,1,3,17.54832303,0,0,"E1 Q1","UG","E1",4.38062014265254,"ARTR",0.520134816688903,1.06734408332153e-06,0.0316096850378308,0.0533160173515565
28,"Q1",35,7,145.3577505,1,3,5.79831131,0,0,"E1 Q1","UG","E1",4.97919794859668,"ARTR",0.0897471337232595,0,0,0.0336593223626931
29,"Q1",35,1,53.90558848,1,4,-1.72e-08,0,0,"E1 Q1","UG","E1",3.98723415491507,"ARTR",0.0758249050524866,0.0015775,0,0.0361168566574169
30,"Q1",35,4,198.9532036,1,4,4.80641911,0,0,"E1 Q1","UG","E1",5.29306963928162,"ARTR",0.13957345425366,0.0213086495717291,0.0125425,0.0825686304863383
31,"Q1",35,2,390.0482551,1,4,-1.72e-08,0,0,"E1 Q1","UG","E1",5.96627046249528,"ARTR",0.11026274225214,0,0.0446051085371612,0.0318101260453757
32,"Q1",35,16,0.25,0,1,4.628309724,0,1,"E1 Q1","UG","E1",-1.38629436111989,"ARTR",0.0795469497108074,0,0.0308281251138802,0.181848857528636
33,"Q1",35,12,0.25,0,1,7.518525351,0,1,"E1 Q1","UG","E1",-1.38629436111989,"ARTR",6.18706985568215,0,0,0.0420276065378522
34,"Q1",36,9,23.31318772,1,3,1.42600662,0,0,"E1 Q1","UG","E1",3.14901919702254,"ARTR",0.221668753661287,2.5e-06,0.48955768289053,0.0277646190508166
35,"Q1",36,1,32.74968256,1,5,1.71e-08,0,0,"E1 Q1","UG","E1",3.48889326920986,"ARTR",0.056161518509396,0.0482159062685864,0,0.0317859821594193
36,"Q1",36,4,183.2819895,1,5,5.558158184,0,0,"E1 Q1","UG","E1",5.21102589306232,"ARTR",0.0929008857370416,0.0356471082251055,0.0079719320396143,0.0608363160816819
37,"Q1",36,7,86.6712114,1,4,5.930048803,0,0,"E1 Q1","UG","E1",4.4621217802033,"ARTR",0.0574881704924728,0.00142819752146172,0,0.321258212388442
38,"Q1",36,6,89.32299194,1,4,12.54221753,0,0,"E1 Q1","UG","E1",4.49225892327615,"ARTR",0.210673256911105,0,0.0131721910787145,0.0504264969775708
40,"Q1",36,5,140.3489309,1,5,0.158175336,0,0,"E1 Q1","UG","E1",4.94413168539377,"ARTR",0.0480165755224519,2.5e-06,0.0428348133216929,0.130703431496633
41,"Q1",36,2,243.0044365,1,5,1.71e-08,0,0,"E1 Q1","UG","E1",5.49307970037553,"ARTR",0.0501163250327545,0.130934950654151,0.0153274932375462,0.0392714806629534
42,"Q1",37,5,149.2039631,1,6,0.114279266,0,0,"E1 Q1","UG","E1",5.00531424974933,"ARTR",0.0770462415575398,0,0.0301720234393204,0.0236035859559611
43,"Q1",37,9,23.91582625,0,4,2.010634745,0,0,"E1 Q1","UG","E1",3.1745404259814,"ARTR",0.983564429046815,0,0.197718143381191,0.023002398734222
44,"Q1",37,4,194.7120495,1,6,9.712424574,0,0,"E1 Q1","UG","E1",5.27152179798246,"ARTR",0.0738606756521284,0.0292664219323126,0.0045468757415284,0.0560809325341282
45,"Q1",37,7,172.0283149,1,5,5.37299565,0,0,"E1 Q1","UG","E1",5.14765908477645,"ARTR",0.140348094247336,0.0739316874702164,0,0.0698435693396849
46,"Q1",37,2,481.3359627,1,6,8.72e-09,0,0,"E1 Q1","UG","E1",6.17656549344287,"ARTR",0.0659252887756548,0.0448320714884453,0,0.0242715828915
47,"Q1",37,6,188.8669991,1,5,6.854438635,0,0,"E1 Q1","UG","E1",5.24104305887501,"ARTR",0.281799761484974,0,0.00404197926899284,0.0306658974391311
48,"Q1",37,1,39.80144136,1,6,8.72e-09,0,0,"E1 Q1","UG","E1",3.68390312671002,"ARTR",0.248093825300681,0.0444304595385312,0,0.0353668129565389
49,"Q1",38,6,189.228045,1,6,4.894639391,0,0,"E1 Q1","UG","E1",5.24295287501978,"ARTR",0.330873541927297,0,0.00292,0.033515589686527
50,"Q1",38,4,351.7454505,1,7,2.247572998,0,0,"E1 Q1","UG","E1",5.86290776200894,"ARTR",0.206662581404169,0.0307676410511198,0.0114115936388768,0.0714418543070082
51,"Q1",38,7,224.7752384,1,6,1.47e-08,0,0,"E1 Q1","UG","E1",5.41510096248645,"ARTR",0.290033627986526,0.000624606128214191,0,0.0322490212115186
52,"Q1",38,2,642.7998063,1,7,1.47e-08,0,0,"E1 Q1","UG","E1",6.46583333252542,"ARTR",0.0930546177245477,2.14072207203074e-06,0.03781774829851,0.0247547431818296
53,"Q1",38,5,222.7644417,1,7,0.040042535,0,0,"E1 Q1","UG","E1",5.40611489791934,"ARTR",0.104130388253107,0,0.0165941110416295,0.0258158992118828
55,"Q1",38,1,49.58076761,1,7,1.47e-08,0,0,"E1 Q1","UG","E1",3.9036030087381,"ARTR",0.250587307911166,0.00153436253194656,0,0.0156472624697936
56,"Q1",39,2,668.4929687,1,8,0.08676286,0,0,"E1 Q1","UG","E1",6.50502587846125,"ARTR",0.0606770518847331,0,0.0464803653438671,0.02338256047552
57,"Q1",39,4,231.6537649,1,8,5.622928474,0,0,"E1 Q1","UG","E1",5.44524386426674,"ARTR",0.087669488872907,0.0564239973970759,0.0121272904784615,0.0730303414170446
58,"Q1",39,6,68.80022463,0,7,-2.16e-09,0,0,"E1 Q1","UG","E1",4.2312070099049,"ARTR",0.239786446654316,0,0,0.0188029108271018
59,"Q1",39,1,56.02061518,1,8,2.21e-08,0,0,"E1 Q1","UG","E1",4.02571975120687,"ARTR",0.239070124453016,0,0,0.0143838551995244
60,"Q1",39,5,228.9996254,1,8,0.195235491,0,0,"E1 Q1","UG","E1",5.43372036774504,"ARTR",0.0878552786258647,0.0325775,0,0.0241885228379255
61,"Q1",39,7,230.1078356,1,7,0.259426909,0,0,"E1 Q1","UG","E1",5.43854804948196,"ARTR",0.358476885469404,0.0019963307585446,0,0.0253928386304549
62,"Q1",40,2,827.4595026,1,9,0.042018296,0,0,"E1 Q1","UG","E1",6.71836016659745,"ARTR",0.0577099583939393,0,0.0101167956981207,0.0327605078227492
63,"Q1",40,5,189.7189649,1,9,0.056375346,0,0,"E1 Q1","UG","E1",5.24554384505944,"ARTR",0.102059880563928,0.000660699998427692,0.00546475256585879,0.0263612467245625
64,"Q1",40,6,0.910141774,0,8,25.24867147,0,0,"E1 Q1","UG","E1",-0.0941548960017206,"ARTR",1.88067030377597,0,0.586819267832632,0.0451392287725056
65,"Q1",40,1,98.08605011,1,9,-1.2e-10,0,0,"E1 Q1","UG","E1",4.58584515574628,"ARTR",0.108474184784186,0.0106840737009042,0,0.0202388936159028
66,"Q1",40,7,212.9235185,1,8,0.061673004,0,0,"E1 Q1","UG","E1",5.36093303315393,"ARTR",0.534632431202121,0.00367502734122481,0,0.046991031769507
67,"Q1",40,4,318.6190807,1,9,4.108631574,0,0,"E1 Q1","UG","E1",5.76399628488542,"ARTR",0.0930368726432906,0.0372965916294218,0.0122830628569807,0.0752545044841357
68,"Q1",41,2,942.3436047,1,10,1.78e-08,0,0,"E1 Q1","UG","E1",6.84836996889533,"ARTR",0.0599005029665896,0.310786418267012,0.0159703545848146,0.0305338364863555
69,"Q1",41,5,174.541829,1,10,0.085925363,0,0,"E1 Q1","UG","E1",5.16216442065356,"ARTR",0.113580151306761,0,0.0482342558132354,0.0192539869128923
70,"Q1",41,4,405.0849064,1,10,0.889984735,0,0,"E1 Q1","UG","E1",6.00409669056611,"ARTR",0.0974421358296511,0.0202262248562436,0.205119292747137,0.101784294746004
71,"Q1",41,7,186.8428105,1,9,0.220142548,0,0,"E1 Q1","UG","E1",5.23026767780294,"ARTR",0.740448420834254,0.0937881636225192,0.00292,0.0402186774116043
72,"Q1",41,1,88.30226617,1,10,-1.5e-08,0,0,"E1 Q1","UG","E1",4.48076577172,"ARTR",0.119616920536742,0.00719594343573779,0,0.0423084910861933
73,"Q1",45,2,1032.598219,1,14,0.05794878,0,0,"E1 Q1","UG","E1",6.93983344767164,"ARTR",0.0665088171659222,0.0355068966860411,0.0487310446845518,0.0185512018613964
74,"Q1",45,23,0.25,1,1,7.976587852,0,0,"E1 Q1","UG","E1",-1.38629436111989,"ARTR",0.654655523589524,1.15467002095388,0.101217145712532,0.0711245156549944
75,"Q1",45,1,234.9600925,1,14,-7.37e-09,0,0,"E1 Q1","UG","E1",5.45941568057432,"ARTR",0.128034259789331,0.0345600395493972,0,0.0293366174962587
76,"Q1",45,21,0.25,0,1,42.15398007,0,1,"E1 Q1","UG","E1",-1.38629436111989,"ARTR",1.61621138216251,3.20841910122584e-06,0,0.0165651277829393
77,"Q1",45,4,324.6171046,1,14,2.505830035,0,0,"E1 Q1","UG","E1",5.78264634808529,"ARTR",0.18377320696453,0.882570872560097,0,0.0195523079809399
79,"Q1",45,5,179.4379322,1,14,0.192694091,0,0,"E1 Q1","UG","E1",5.18982936651649,"ARTR",0.126045599682078,0,0.00292,0.0147053937043048
80,"Q1",45,7,207.7260076,1,13,4.098419882,0,0,"E1 Q1","UG","E1",5.33621994018316,"ARTR",0.900369755185995,0.0365065953480691,0.0152309660483179,0.0262578356298973
81,"Q1",46,5,111.1118757,1,15,0.855607371,0,0,"E1 Q1","UG","E1",4.71053758292224,"ARTR",0.0787583804621271,0,0.018369548494322,0.0120968035177993
82,"Q1",46,2,713.8696123,1,15,-9.85e-09,0,0,"E1 Q1","UG","E1",6.57070032983695,"ARTR",0.0371986874570859,0.169938112591986,0.0203498437565331,0.0178230554803504
83,"Q1",46,7,179.6520479,1,14,4.632709702,0,0,"E1 Q1","UG","E1",5.19102191288225,"ARTR",0.464040065515951,0.289290352455277,0.042929842366236,0.0129316016417669
84,"Q1",46,23,0.958234341,1,2,6.317598019,0,0,"E1 Q1","UG","E1",-0.0426629161020571,"ARTR",0.179223005590128,3.03340397230993,0.0125241361168357,0.0930159676117826
85,"Q1",46,4,132.4472605,1,15,2.691154234,0,0,"E1 Q1","UG","E1",4.88618453222747,"ARTR",0.0772649026397363,1.97494371522089,0,0.0154693093943312
86,"Q1",46,24,0.25,0,1,18.96674177,0,1,"E1 Q1","UG","E1",-1.38629436111989,"ARTR",3.80025059483359,3.5097043160833,0.0870143112242599,0.016115352481868
87,"Q1",46,1,97.94255283,0,15,-9.85e-09,0,0,"E1 Q1","UG","E1",4.58438111117851,"ARTR",0.173227846811988,0.426771319034362,0,0.0413705794314205
88,"Q1",49,7,306.1258401,1,17,-2.2e-08,0,0,"E1 Q1","UG","E1",5.72399625957236,"ARTR",0.0760188740167938,0.436373547726383,0.00560777252607049,0.0157061570173953
89,"Q1",49,2,521.2251731,1,18,-2.2e-08,0,0,"E1 Q1","UG","E1",6.25618214243432,"ARTR",0.0305225831906264,0.0762795289116653,0.0422678010194997,0.018022008919067
90,"Q1",49,4,29.93262212,1,18,17.05448238,0,0,"E1 Q1","UG","E1",3.39894892644686,"ARTR",0.0640908157037815,1.31118911629646,0.00133447201554062,0.0196876878019706
91,"Q1",49,25,1.37057861,0,1,36.65746053,0,0,"E1 Q1","UG","E1",0.315232993743998,"ARTR",1.13391928081131,0.033503215429989,0,0.0206148855890864
92,"Q1",49,5,86.86148963,1,18,1.97e-08,0,0,"E1 Q1","UG","E1",4.46431477674088,"ARTR",0.0601057949780846,0.000422500000000002,0,0.00952998859394691
93,"Q1",50,26,58.11580941,1,1,-1.8e-08,0,0,"E1 Q1","UG","E1",4.06243773372818,"ARTR",0.1296994297756,1.15643612718509,0,0.0228014542816998
94,"Q1",50,27,14.79885998,1,1,1.13e-08,0,0,"E1 Q1","UG","E1",2.69455014942485,"ARTR",0.0820961230916597,2.84002783529884,0.137971670575776,0.0281303367764527
95,"Q1",50,23,3.607091344,1,6,7.016714433,0,0,"E1 Q1","UG","E1",1.2829017256928,"ARTR",0.129730247702186,2.50335271323512,0.000231153077478455,0.422450679906595
96,"Q1",50,5,47.5450352,1,19,2.29e-08,0,0,"E1 Q1","UG","E1",3.86167737134238,"ARTR",0.0430702617849185,0,0.0527241300413574,0.0220873855140982
97,"Q1",50,7,182.6050728,1,18,-6.37e-09,0,0,"E1 Q1","UG","E1",5.20732574871693,"ARTR",0.0336160585964599,1.59686114409305,0,0.088861363351704
98,"Q1",50,4,33.98783693,1,19,12.6820394,0,0,"E1 Q1","UG","E1",3.52600272325995,"ARTR",0.219735122510583,0.295422497761795,0,0.028400416062887
99,"Q1",50,2,326.9722714,1,19,-6.37e-09,0,0,"E1 Q1","UG","E1",5.78987537035989,"ARTR",0.0238461796414553,0.0259536095453309,0.0213025,0.0482956013441973
100,"Q1",51,26,30.7117206,0,2,-2.11e-08,0,0,"E1 Q1","UG","E1",3.42464436023591,"ARTR",0.0958492056933534,1.58924845440436,0,0.0148144873459866
102,"Q1",51,5,32.84253093,1,20,0.206876135,0,0,"E1 Q1","UG","E1",3.49172435012861,"ARTR",0.0212581563580473,0.0325775,0.0167400227346701,0.0134111537392207
103,"Q1",51,7,122.3332007,1,19,0.392893289,0,0,"E1 Q1","UG","E1",4.80674847518969,"ARTR",0.0149938094894953,0.0558150973539203,0.182703663442604,0.00910036869650423
104,"Q1",51,2,104.7753248,1,20,0.001279226,0,0,"E1 Q1","UG","E1",4.65181829378247,"ARTR",0.0162228607878606,0.0764412515495838,0,0.0228385723681699
105,"Q1",51,4,25.6663713,1,20,15.39097381,0,0,"E1 Q1","UG","E1",3.24518162532715,"ARTR",0.12396352646853,0.690140580412058,0,0.0191997209822998
106,"Q1",51,23,4.217840207,1,7,6.033284733,0,0,"E1 Q1","UG","E1",1.43932319774486,"ARTR",0.078065977862501,4.38511207559172,0,0.0405908156200671
107,"Q1",54,2,223.5280298,1,23,4.727023768,0,0,"E1 Q1","UG","E1",5.40953681916547,"ARTR",0.0148628855350582,0.400921050773138,0,0.0633427622332893
108,"Q1",54,4,69.58100723,1,23,13.0641652,0,0,"E1 Q1","UG","E1",4.24249164547415,"ARTR",0.120848518162643,0.369284498185437,0,0.0521367076875364
109,"Q1",54,23,51.17797086,1,10,-1.2e-08,0,0,"E1 Q1","UG","E1",3.93530918281789,"ARTR",0.142434582070685,9.94374165404233,0,0.0910082796498326
110,"Q1",54,7,91.56795814,1,22,0.036855802,0,0,"E1 Q1","UG","E1",4.51708140852004,"ARTR",0.0241000905547471,0.645580195056205,0,0.0468504112571466
111,"Q1",55,4,45.4634387,1,24,11.34355895,0,0,"E1 Q1","UG","E1",3.81690845788658,"ARTR",0.118918552608025,0.132096084151732,0,0.035088266228359
112,"Q1",55,2,233.3819214,1,24,2.97607845,0,0,"E1 Q1","UG","E1",5.45267625926891,"ARTR",0.0209273079484962,0.0852266125137921,0,0.151504254886632
113,"Q1",55,7,210.5236322,1,23,0.0340363,0,0,"E1 Q1","UG","E1",5.34959791380434,"ARTR",0.0303658686896603,3.76639669467799,0,0.0239623028903691
114,"Q1",55,23,42.97447126,1,11,7.17917065,0,0,"E1 Q1","UG","E1",3.760606247761,"ARTR",0.126436321580746,1.18175095079583,0,0.0426276184283676
115,"Q10",30,7,0.25,0,1,11.13795973,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.0399271895310298,0.000865103297167122,0.0508661738025201,0.377815969724484
116,"Q10",30,6,86.31221572,1,1,27.0552332,0,0,"P1 E1 Q4","UG","P1E1",4.45797113755076,"ARTR",1.7499999999998e-05,1.3932491715592,0,0.113941026372798
117,"Q10",31,6,193.5821559,1,2,27.43899099,0,0,"P1 E1 Q4","UG","P1E1",5.26570200065655,"ARTR",0,0.323716707777727,0,0.0583378763625212
118,"Q10",32,6,208.6057046,1,3,21.40395973,0,0,"P1 E1 Q4","UG","P1E1",5.34044588926849,"ARTR",4.58159348681874e-11,0.41795929225336,0,0.187157053766674
119,"Q10",33,6,295.137001,1,4,18.7080785,0,0,"P1 E1 Q4","UG","P1E1",5.68743965870428,"ARTR",0,0.325098169410288,0,0.15943263655803
120,"Q10",34,8,0.25,1,1,4.859642536,0,0,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.0116451333823076,0,0,0.0526987040801142
121,"Q10",34,6,166.1090483,1,5,24.408941,0,0,"P1 E1 Q4","UG","P1E1",5.11264449015059,"ARTR",3.50000000023135e-05,0.214772423213416,0.0358157844085773,0.0493918962585022
122,"Q10",34,9,0.25,0,1,4.897178474,0,0,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.0116451333823076,0.671393642593187,0,0.252112965226259
123,"Q10",35,15,0.25,0,1,21.06592146,0,0,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.0245381664975467,2.11945380972096,0.363190764191563,2.36996924116626
124,"Q10",35,11,0.25,0,1,16.66029489,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.0250206664975467,0,0,0.0550143512448852
125,"Q10",35,13,0.25,0,1,28.21359021,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.0193656664975467,0.214002109164837,1.25509845298743,0.121795706531553
126,"Q10",35,6,260.6166643,1,6,21.1755863,0,0,"P1 E1 Q4","UG","P1E1",5.56305060854038,"ARTR",0.000139999999999996,0.669060308389397,0.476212296619804,0.072264235276951
128,"Q10",35,14,0.25,0,1,12.14314176,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.0193656664975467,0.00756770338582334,8.20375298213673e-05,0.0396113918161927
129,"Q10",35,16,0.25,0,1,18.55775817,0,0,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.0245381664975467,0.561629286662838,0.0618057817524071,0.203124252673646
130,"Q10",35,12,0.25,0,1,9.71591676,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.0255381664975467,0,0,0.0644643300831775
131,"Q10",35,10,0.25,0,1,7.103260507,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.0198481664975467,0.0203800234618819,2.64962179493422e-05,0.172818455910884
132,"Q10",36,6,319.0675325,1,7,19.23466675,0,0,"P1 E1 Q4","UG","P1E1",5.76540278100639,"ARTR",0.00140170497029681,0.17557912766123,1.14180839343405,0.0921691561682369
134,"Q10",36,19,0.25,1,1,10.24009957,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.375867029723198,0.066858914594941,0,0.97831020532526
135,"Q10",36,8,12.28094232,1,3,2.87682925,0,0,"P1 E1 Q4","UG","P1E1",2.50804865593128,"ARTR",0.272394266281849,0.00928076418963761,0,0.0771127518796592
136,"Q10",37,19,0.25,1,2,8.929837071,0,0,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.22623711914022,0.168856718906721,0.026365,0.258297265497426
137,"Q10",37,21,0.25,0,1,14.0909527,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.570457579378037,0.129111151948028,0.195141009817628,0.653859084893263
138,"Q10",37,20,0.25,0,1,14.39454801,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.958560780908023,0.00820817050795423,0.00292,1.0809912452732
139,"Q10",37,8,19.66159276,1,4,2.4121316,0,0,"P1 E1 Q4","UG","P1E1",2.97866712669687,"ARTR",0.026613405110393,0.308642875543518,0,0.0549004796299809
140,"Q10",37,6,379.4415016,1,8,19.3357777,0,0,"P1 E1 Q4","UG","P1E1",5.93870043897242,"ARTR",0.0029113114933878,0.386809278505694,1.52934463622513,0.101932872373178
141,"Q10",38,6,389.0535016,1,9,18.09076834,0,0,"P1 E1 Q4","UG","P1E1",5.96371687040799,"ARTR",0.00520328110001645,0.0954178911504026,2.7454709669232,0.0693063433713855
142,"Q10",38,25,0.25,0,1,13.94783942,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",1.10681850769213,0.0186062913550505,0.00530783521239969,0.289863977917724
143,"Q10",38,8,32.78821088,1,5,0.877358156,0,0,"P1 E1 Q4","UG","P1E1",3.49006902639143,"ARTR",0.0296593514891247,0,0,0.0724080972202341
144,"Q10",38,23,0.25,0,1,28.1463285,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",0.0852643339831738,0.00158925429090683,0.817026213081588,0.69286170234216
145,"Q10",38,19,8.616626461,1,3,6.942362831,0,0,"P1 E1 Q4","UG","P1E1",2.15369364624063,"ARTR",0.339603442264088,0.311089873397423,0.0171263215299372,0.174481235680099
149,"Q10",39,6,366.0778578,1,10,17.90888549,0,0,"P1 E1 Q4","UG","P1E1",5.90284603700786,"ARTR",0.00434301173318444,0.222422707890381,2.48502840055247,0.102828864246611
150,"Q10",39,8,20.20236645,1,6,1.980705058,0,0,"P1 E1 Q4","UG","P1E1",3.00579974853562,"ARTR",0.0345117959067547,0,0,0.0702233962008474
151,"Q10",39,26,0.25,0,1,29.23808631,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",51.0155735928881,1.06520149972489,1.28515941204545,0.108409158487827
153,"Q10",39,19,6.886624972,1,4,7.744771429,0,0,"P1 E1 Q4","UG","P1E1",1.92958112060041,"ARTR",0.555596088224993,0.332992570473698,0.0293079665830038,0.431517371378807
154,"Q10",40,8,22.89594833,1,7,2.924719101,0,0,"P1 E1 Q4","UG","P1E1",3.13095996608548,"ARTR",0.0311284238589978,0,0,0.0468336004852435
155,"Q10",40,19,12.57693554,1,5,4.783569869,0,0,"P1 E1 Q4","UG","P1E1",2.53186462382329,"ARTR",0.530749216126969,5e-06,0.0154625,0.0826059608456501
156,"Q10",40,6,426.5780746,1,11,13.32640193,0,0,"P1 E1 Q4","UG","P1E1",6.05579540902962,"ARTR",0.00355814092377759,0.594935760073867,0.993087005810072,0.0508533770952697
158,"Q10",41,18,15.90261218,0,6,0,0,0,"P1 E1 Q4","UG","P1E1",2.7664833837827,"ARTR",0.467713008203369,0.0341790145595631,0.0142401908775888,0.166660495816228
159,"Q10",41,6,513.7907811,1,12,5.0040941,0,0,"P1 E1 Q4","UG","P1E1",6.24181614193015,"ARTR",0.0513048696939538,0.796480798241418,0.137692010462719,0.0594340594186399
160,"Q10",41,19,26.79269932,1,6,3.069737856,0,0,"P1 E1 Q4","UG","P1E1",3.2881294369727,"ARTR",1.18781302502365,0.268673298668093,0.0154625,0.114471409695086
161,"Q10",41,8,24.52787384,1,8,0.502579265,0,0,"P1 E1 Q4","UG","P1E1",3.19981017860677,"ARTR",0.0389540314301132,0,0,0.0553338517334972
162,"Q10",45,37,0.25,0,1,33.21624256,0,1,"P1 E1 Q4","UG","P1E1",-1.38629436111989,"ARTR",1.48779944146384,0.0298673343560686,0,0.0176706569651652
163,"Q10",45,8,10.89193955,0,12,-2.58e-08,0,0,"P1 E1 Q4","UG","P1E1",2.3880230248512,"ARTR",0.10245071257837,8.88645063114468,0,0.00920354764850944
164,"Q10",45,6,1173.97364,0,16,0.178630041,0,0,"P1 E1 Q4","UG","P1E1",7.06814954698435,"ARTR",0.0215811117923958,0.0525798572167758,0.493358682788697,0.0278644410480336
165,"Q10",45,36,297.1596575,0,1,9.11e-12,0,0,"P1 E1 Q4","UG","P1E1",5.69426956170521,"ARTR",0.0824119717913096,0.00149639413295117,0,0.243982642642656
166,"Q11",30,8,9.460255925,1,1,3.8881027,0,0,"P1 Q1","G","P1",2.24709943608051,"ARTR",0,0.52878445991007,0,0.0808537545455718
167,"Q11",31,9,21.51352865,1,1,0.228158152,0,0,"P1 Q1","G","P1",3.06868197678031,"ARTR",0.00168427251910318,0,0,0.0695454858323047
168,"Q11",31,8,24.06101021,1,2,2.974514417,0,0,"P1 Q1","G","P1",3.18059269678064,"ARTR",0.00150594700531736,1.23196507417636,0,0.175327480010628
