"quad","year","trackID","area","x","y","allEdge","totCover","age","Treatment","inARTR"
"Q47",2011,39,0.25,50.38208,35.439669,0,253.941326844683,NA,"No_shrub",0
"Q47",2011,4,15.815212728945,42.15634551,32.50918678,0,253.941326844683,NA,"No_shrub",0
"Q47",2011,40,0.25,18.102848,29.398338,0,253.941326844683,NA,"No_shrub",1
"Q47",2011,41,0.25,91.304384,21.945892,0,253.941326844683,NA,"No_shrub",0
"Q47",2011,42,0.25,36.535525,15.463588,0,253.941326844683,NA,"No_shrub",0
"Q47",2011,43,0.25,36.976498,13.964279,0,253.941326844683,NA,"No_shrub",0
"Q47",2011,44,0.1618135,50.117496,0.1618135,1,253.941326844683,NA,"No_shrub",0
"Q47",2011,5,4.1944435925225,5.23700516,27.19188084,0,253.941326844683,NA,"No_shrub",0
"Q47",2011,6,22.3907827451305,26.07029488,6.78546505,0,253.941326844683,NA,"No_shrub",1
"Q47",2011,7,3.878450763307,40.92459771,4.18992075,0,253.941326844683,NA,"No_shrub",0
"Q47",2011,8,6.34514001821351,40.98459084,13.41378345,0,253.941326844683,NA,"No_shrub",0
"Q47",2011,9,1.4477352677345,47.15165327,23.57343556,0,253.941326844683,NA,"No_shrub",0
"Q47",2012,1,34.829774723031,2.6518208,53.27385522,0,379.281358405226,2,"No_shrub",0
"Q47",2012,10,8.25152001468451,43.40267861,59.09205156,0,379.281358405226,2,"No_shrub",1
"Q47",2012,11,15.8165306507905,60.2751741,53.0559766,0,379.281358405226,2,"No_shrub",1
"Q47",2012,12,8.025347014641,94.71908512,22.87396174,0,379.281358405226,2,"No_shrub",0
"Q47",2012,13,27.743568861365,74.888183,19.49665847,0,379.281358405226,2,"No_shrub",0
"Q47",2012,14,11.3231101203485,7.82195342,85.82352525,0,379.281358405226,2,"No_shrub",1
"Q47",2012,15,9.3994862838175,13.06546263,71.82989259,0,379.281358405226,2,"No_shrub",1
"Q47",2012,16,22.7942210995125,23.30699879,84.18420562,0,379.281358405226,2,"No_shrub",0
"Q47",2012,17,0.25,27.03226,92.626375,0,379.281358405226,2,"No_shrub",1
"Q47",2012,19,10.7265667845345,38.87685034,92.62176407,0,379.281358405226,2,"No_shrub",1
"Q47",2012,2,11.101808960394,18.9650378,40.90685989,0,379.281358405226,2,"No_shrub",1
"Q47",2012,21,10.441213325012,70.34927931,89.90693213,0,379.281358405226,2,"No_shrub",1
"Q47",2012,22,36.349966054364,91.79671555,50.93547536,0,379.281358405226,2,"No_shrub",0
"Q47",2012,3,47.9138526832815,36.76799418,39.12876641,0,379.281358405226,2,"No_shrub",0
"Q47",2012,31,0.25,38.045564,55.816145,0,379.281358405226,2,"No_shrub",1
"Q47",2012,35,0.25,41.022132,55.088539,0,379.281358405226,2,"No_shrub",1
"Q47",2012,36,0.25,50.646371,52.078898,0,379.281358405226,2,"No_shrub",1
"Q47",2012,37,3.1677103267955,7.47600987,44.31034255,0,379.281358405226,2,"No_shrub",0
"Q47",2012,39,0.25,50.9771,33.35959,0,379.281358405226,2,"No_shrub",0
"Q47",2012,4,46.956572475024,43.69229465,30.08139707,0,379.281358405226,2,"No_shrub",0
"Q47",2012,40,2.2636647748675,17.79364049,25.52768265,0,379.281358405226,2,"No_shrub",1
"Q47",2012,5,14.955285583364,6.75616327,23.2958257,0,379.281358405226,2,"No_shrub",1
"Q47",2012,6,25.650678725485,27.03446629,4.48151254,0,379.281358405226,2,"No_shrub",0
"Q47",2012,7,7.8459889842165,42.76070389,2.64700078,1,379.281358405226,2,"No_shrub",0
"Q47",2012,8,9.4902758608205,39.41494718,11.66113126,0,379.281358405226,2,"No_shrub",0
"Q47",2012,9,12.984215098876,48.2437749,21.87705379,0,379.281358405226,2,"No_shrub",0
"Q47",2013,1,26.8458473782455,2.55851962,54.15339875,0,576.250219068372,3,"No_shrub",0
"Q47",2013,10,29.5329631333345,43.17931017,58.27528259,0,576.250219068372,3,"No_shrub",1
"Q47",2013,11,52.3187415322535,61.45525007,53.1206637,0,576.250219068372,3,"No_shrub",1
"Q47",2013,12,53.585381042307,95.02191014,23.48057061,0,576.250219068372,3,"No_shrub",0
"Q47",2013,13,39.238997342377,74.40296846,17.65568801,0,576.250219068372,3,"No_shrub",0
"Q47",2013,15,21.167058338179,13.73687231,74.72540662,0,576.250219068372,3,"No_shrub",1
"Q47",2013,16,43.1656130568815,23.96397737,85.09537419,0,576.250219068372,3,"No_shrub",0
"Q47",2013,19,7.7488629285235,39.51584125,94.50113564,0,576.250219068372,3,"No_shrub",1
"Q47",2013,2,23.393419805128,20.01807765,41.13130065,0,576.250219068372,3,"No_shrub",1
"Q47",2013,20,20.5109758271905,50.07913652,94.68131429,0,576.250219068372,3,"No_shrub",0
"Q47",2013,21,13.859786126059,68.18471405,90.41983643,0,576.250219068372,3,"No_shrub",1
"Q47",2013,22,66.9505519159256,92.53776287,51.41889128,0,576.250219068372,3,"No_shrub",0
"Q47",2013,3,69.698440815762,36.94821835,39.8639414,0,576.250219068372,3,"No_shrub",0
"Q47",2013,36,0.25,50.692616,52.206959,0,576.250219068372,3,"No_shrub",1
"Q47",2013,4,41.1385252387065,45.29861201,31.78316108,0,576.250219068372,3,"No_shrub",0
"Q47",2013,5,28.9928711532745,7.56880673,25.12885765,0,576.250219068372,3,"No_shrub",1
"Q47",2013,6,20.1870883539905,26.4459513,4.7461589,0,576.250219068372,3,"No_shrub",0
"Q47",2013,7,0.25,42.002772,2.047246,1,576.250219068372,3,"No_shrub",0
"Q47",2013,8,12.5265347646525,41.65549665,10.74641368,0,576.250219068372,3,"No_shrub",0
"Q47",2013,9,4.888560315581,50.38380363,23.50448864,0,576.250219068372,3,"No_shrub",0
"Q47",2014,1,48.71994975775,3.31316852,54.84241556,0,469.45183791209,4,"No_shrub",0
"Q47",2014,10,26.916779199037,40.96357354,57.29518674,0,469.45183791209,4,"No_shrub",1
"Q47",2014,11,58.3816625311735,59.49324829,54.55470824,0,469.45183791209,4,"No_shrub",1
"Q47",2014,12,49.727841811582,95.60980636,23.10968236,0,469.45183791209,4,"No_shrub",0
"Q47",2014,13,50.252379257884,73.5639918,19.7482461,0,469.45183791209,4,"No_shrub",0
"Q47",2014,14,6.91824648333749,11.08802823,91.06435076,0,469.45183791209,4,"No_shrub",0
"Q47",2014,15,25.72511980006,13.07150953,74.38973676,0,469.45183791209,4,"No_shrub",1
"Q47",2014,16,18.043691411966,21.94303496,84.1368542,0,469.45183791209,4,"No_shrub",0
"Q47",2014,19,0.5,37.701731,97.1674995,0,469.45183791209,4,"No_shrub",1
"Q47",2014,2,9.85533747864051,18.19977857,41.74169528,0,469.45183791209,4,"No_shrub",1
"Q47",2014,21,20.2227495504875,65.99138211,89.98531386,0,469.45183791209,4,"No_shrub",1
"Q47",2014,3,57.1100554494455,35.56862895,40.30131147,0,469.45183791209,4,"No_shrub",0
"Q47",2014,36,0.25,50.302538,52.221316,0,469.45183791209,4,"No_shrub",1
"Q47",2014,4,36.3931326294045,43.00978099,31.40700433,0,469.45183791209,4,"No_shrub",0
"Q47",2014,5,35.92987021403,6.64758033,24.10903935,0,469.45183791209,4,"No_shrub",1
"Q47",2014,6,24.255022337292,28.12474376,6.75415963,0,469.45183791209,4,"No_shrub",0
"Q47",2014,8,0.25,43.740858,12.798321,0,469.45183791209,4,"No_shrub",0
"Q47",2015,1,38.584096121891,6.26835845,56.64054923,0,431.829230295095,5,"No_shrub",0
"Q47",2015,10,45.2408311080175,44.73893167,59.80852837,0,431.829230295095,5,"No_shrub",0
"Q47",2015,11,24.249949275391,58.76084116,54.2882236,0,431.829230295095,5,"No_shrub",1
"Q47",2015,12,7.75990227366599,93.31614663,21.90774298,0,431.829230295095,5,"No_shrub",0
"Q47",2015,13,35.647403971012,74.2579887,20.09964629,0,431.829230295095,5,"No_shrub",0
"Q47",2015,14,7.7561627413515,13.36171208,92.08121896,0,431.829230295095,5,"No_shrub",0
"Q47",2015,15,32.015211756358,14.95040424,76.14159247,0,431.829230295095,5,"No_shrub",1
"Q47",2015,16,21.285592318825,26.55418265,87.27405057,0,431.829230295095,5,"No_shrub",0
"Q47",2015,2,10.224157666197,18.91170485,42.95053553,0,431.829230295095,5,"No_shrub",1
"Q47",2015,21,13.2460049281365,68.31101941,90.9015134,0,431.829230295095,5,"No_shrub",1
"Q47",2015,3,62.0722943113505,36.9209037,41.14286253,0,431.829230295095,5,"No_shrub",0
"Q47",2015,4,54.904624791088,45.59674138,31.5844075,0,431.829230295095,5,"No_shrub",0
"Q47",2015,5,36.4256635716275,8.96056738,25.09043083,0,431.829230295095,5,"No_shrub",1
"Q47",2015,6,40.716785460184,28.24753078,3.48218662,0,431.829230295095,5,"No_shrub",0
"Q47",2015,7,0.20055,22.292705,99.79945,1,431.829230295095,1,"No_shrub",1
"Q47",2015,8,1.5,39.98763233,12.31022667,0,431.829230295095,5,"No_shrub",0
"Q47",2016,1,0.528447069455,5.3078691,46.22880667,0,462.688374538651,6,"No_shrub",0
"Q47",2016,10,27.45022979193,96.61032655,54.13299407,0,462.688374538651,1,"No_shrub",0
"Q47",2016,11,61.624015132414,66.82425503,51.27777332,0,462.688374538651,6,"No_shrub",0
"Q47",2016,12,28.125450683512,92.95982696,18.81582744,0,462.688374538651,6,"No_shrub",0
"Q47",2016,13,32.8158177563195,78.49028334,18.65012282,0,462.688374538651,6,"No_shrub",0
"Q47",2016,14,6.66304080072399,14.65618458,88.68754363,0,462.688374538651,6,"No_shrub",0
"Q47",2016,15,57.9333913856925,20.51277676,77.430303,0,462.688374538651,6,"No_shrub",1
"Q47",2016,16,19.686699339455,30.2669337,87.60727516,0,462.688374538651,6,"No_shrub",0
"Q47",2016,2,17.4013555176885,18.62719432,40.18878735,0,462.688374538651,6,"No_shrub",0
"Q47",2016,21,16.8835384325655,72.55922769,87.91905597,0,462.688374538651,6,"No_shrub",1
"Q47",2016,3,35.826443775448,36.12775624,37.70958882,0,462.688374538651,6,"No_shrub",0
"Q47",2016,4,65.741981078805,47.51103285,28.05081149,0,462.688374538651,6,"No_shrub",0
"Q47",2016,5,42.1390643638985,7.89987046,23.2953718,0,462.688374538651,6,"No_shrub",1
"Q47",2016,6,30.197423822561,27.60413518,2.58231962,0,462.688374538651,6,"No_shrub",0
"Q47",2016,8,16.042085470884,35.06468752,14.50920161,0,462.688374538651,6,"No_shrub",0
"Q47",2016,9,3.629390117299,80.36208457,29.67981411,0,462.688374538651,1,"No_shrub",0
"Q50",2011,1,5.05588921415949,68.20516062,78.81757569,0,6.18173971415949,NA,"No_shrub",0
"Q50",2011,2,0.1258505,60.492165,0.1258505,1,6.18173971415949,NA,"No_shrub",1
"Q50",2011,3,0.25,57.890424,3.220805,1,6.18173971415949,NA,"No_shrub",1
"Q50",2011,4,0.25,48.100821,29.811482,0,6.18173971415949,NA,"No_shrub",1
"Q50",2011,5,0.25,53.480693,32.413224,0,6.18173971415949,NA,"No_shrub",1
"Q50",2011,6,0.25,54.406736,62.663979,0,6.18173971415949,NA,"No_shrub",1
"Q50",2012,1,6.832345565022,69.3144962,78.37840712,0,9.043521466009,2,"No_shrub",0
"Q50",2012,2,0.25,62.059751,20.760954,0,9.043521466009,1,"No_shrub",1
"Q50",2012,3,1.961175900987,62.98759625,0.48225594,1,9.043521466009,2,"No_shrub",1
"Q50",2013,1,9.72134756042901,72.37173402,80.51204689,0,23.976162528042,3,"No_shrub",0
"Q50",2013,3,14.254814967613,64.45051964,2.95568969,0,23.976162528042,3,"No_shrub",1
"Q50",2016,4,0.25,15.650697,71.022242,0,0.25,1,"No_shrub",0
"Q52",2011,1,15.3353819168905,92.2885268,30.06858322,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,10,18.5541380985625,5.54157313,16.04553605,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,11,6.8497574893395,25.43418925,19.88370669,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,12,8.649607498178,1.46235045,23.9644242,1,473.928515556868,NA,"No_shrub",1
"Q52",2011,13,14.362125518532,8.92835951,36.91180543,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,14,9.36020111057001,46.06000281,25.01937797,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,15,3.29216119437901,42.97429059,34.74501088,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,16,2.524055637529,33.72470203,47.85603664,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,17,1.796786107533,54.84845564,55.85954012,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,18,1.7909520964775,58.52109004,57.32427451,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,19,7.254229482844,62.48445242,60.20239601,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,2,9.51479423446999,82.07086498,25.2482715,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,20,4.67766745919448,71.82316415,58.20336204,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,21,4.404457991396,75.44784538,51.29820956,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,22,3.14340274299201,75.33351237,69.1827621,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,23,1.9183222571385,74.73299577,63.27669888,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,24,2.71365225448802,80.38632243,63.15206808,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,25,9.54858801226499,42.32941492,67.580525,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,26,2.30917962157451,67.03042864,76.2590568,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,27,6.911985786702,55.83373894,92.28851608,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,28,60.8670780567535,64.56349748,91.64285742,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,29,79.5952489786074,81.76069106,79.06822293,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,3,11.8560610822065,89.18294997,19.04041415,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,30,3.04034183632149,91.17212858,52.62932299,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,31,41.4456525313005,37.8966853,88.5561842,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,32,5.16644662410601,34.88588565,99.1592994,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,33,5.126901976961,21.32716779,99.06455799,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,34,0.650459809956994,10.13153555,97.60068862,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,35,2.082637545842,59.4799265,98.23277432,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,36,2.10791652591349,28.12070823,62.81151256,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,37,0.248194471447,16.20800914,0.19255436,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,38,1.537184885712,60.95513271,55.69735143,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,39,1.7491413715695,67.93076089,51.48758922,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,4,18.344128473223,87.00407716,35.79766028,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,40,0.338355707756001,57.19018716,95.67938305,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,41,0.459891515607003,47.92185323,99.24625766,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,42,0.268350794213503,42.97811825,54.38215624,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,43,0.25,28.611582,92.451916,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,44,0.25,4.446257,82.441827,1,473.928515556868,NA,"No_shrub",1
"Q52",2011,45,0.25,15.558779,77.63522,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,46,0.25,13.706691,77.591123,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,47,0.25,2.417781,76.48869,1,473.928515556868,NA,"No_shrub",1
"Q52",2011,48,0.25,15.955654,75.694938,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,49,0.25,13.353914,74.592505,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,5,6.76516956561399,68.49303458,35.79730825,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,50,0.25,4.313965,72.431737,1,473.928515556868,NA,"No_shrub",1
"Q52",2011,51,0.25,78.83842,71.24111,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,52,0.25,77.339111,71.108818,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,53,0.25,1.75632,68.330688,1,473.928515556868,NA,"No_shrub",1
"Q52",2011,54,0.25,45.500853,58.893863,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,55,0.25,49.778292,58.849765,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,56,0.25,28.964361,58.585182,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,57,0.249999999999998,31.830687,57.835527,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,58,0.25,26.274425,57.394554,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,59,0.25,47.441135,55.542468,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,6,10.934333836312,74.13415262,44.03903344,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,60,0.25,44.707101,54.969202,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,61,0.25,36.152223,48.839676,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,62,0.25,30.022697,46.590713,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,63,0.25,28.479291,45.179599,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,64,0.25,29.934502,44.782724,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,65,0.25,0.653888,44.606334,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,66,0.25,30.507767,42.930636,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,67,0.25,27.376858,41.519523,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,68,0.25,28.964361,41.210841,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,69,0.25,3.56431,39.623338,1,473.928515556868,NA,"No_shrub",1
"Q52",2011,7,65.176240314409,69.47392369,7.31892216,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,70,0.25,4.622646,38.256322,1,473.928515556868,NA,"No_shrub",1
"Q52",2011,71,0.25,16.35253,34.860828,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,72,0.25,21.996987,33.934785,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,73,0.25,23.981365,33.582007,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,74,0.25,73.679034,32.567769,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,75,0.25,71.78285,32.391379,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,76,0.25,27.50915,31.06846,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,77,0.25,70.592222,30.186514,0,473.928515556868,NA,"No_shrub",0
"Q52",2011,78,0.25,22.658446,29.833735,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,79,0.25,29.669918,28.995886,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,8,3.0688804746405,81.49015737,0.61260127,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,80,0.25,27.50915,26.085464,0,473.928515556868,NA,"No_shrub",1
"Q52",2011,81,0.25,91.185667,1.523262,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,82,0.25,89.774552,1.302776,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,83,0.070831,92.42039,0.070831,1,473.928515556868,NA,"No_shrub",0
"Q52",2011,9,8.1176216673405,30.89615496,5.76354501,0,473.928515556868,NA,"No_shrub",1
"Q52",2012,1,20.872042819426,86.30870151,28.15022946,0,550.622157773838,2,"No_shrub",0
"Q52",2012,10,14.857645108656,6.203453,22.83297144,0,550.622157773838,2,"No_shrub",0
"Q52",2012,11,6.6074163365445,28.34980415,20.57907489,0,550.622157773838,2,"No_shrub",1
"Q52",2012,12,7.351904933933,2.25844136,25.75676862,0,550.622157773838,2,"No_shrub",0
"Q52",2012,13,7.554491653376,13.78959821,38.45235048,0,550.622157773838,2,"No_shrub",0
"Q52",2012,14,20.7947140384795,47.01704966,25.63798815,0,550.622157773838,2,"No_shrub",1
"Q52",2012,15,18.428091811584,43.71531111,35.88836429,0,550.622157773838,2,"No_shrub",1
"Q52",2012,16,2.3431519754295,30.57913371,45.89586688,0,550.622157773838,2,"No_shrub",1
"Q52",2012,17,0.5,58.400407,52.17621,0,550.622157773838,2,"No_shrub",1
"Q52",2012,18,0.25,57.047171,50.106393,0,550.622157773838,1,"No_shrub",1
"Q52",2012,19,9.95398161852899,61.30300185,58.88688562,0,550.622157773838,2,"No_shrub",0
"Q52",2012,2,16.5439702056305,83.46835143,23.17609423,0,550.622157773838,2,"No_shrub",0
"Q52",2012,20,20.611559636394,69.24403132,55.51762929,0,550.622157773838,2,"No_shrub",0
"Q52",2012,21,5.80853155929499,72.84088514,52.9395479,0,550.622157773838,2,"No_shrub",0
"Q52",2012,22,2.52296228143249,69.17070698,70.41426277,0,550.622157773838,2,"No_shrub",0
"Q52",2012,23,0.749999999999996,57.36687633,71.90148867,0,550.622157773838,2,"No_shrub",0
"Q52",2012,24,6.84629454098699,77.53668885,64.93785106,0,550.622157773838,2,"No_shrub",0
"Q52",2012,25,23.6211561747205,42.57491293,66.65733483,0,550.622157773838,2,"No_shrub",1
"Q52",2012,26,3.892215357449,67.954455,77.0415472,0,550.622157773838,2,"No_shrub",0
"Q52",2012,27,0.25,52.086224,91.050745,0,550.622157773838,2,"No_shrub",0
"Q52",2012,28,57.708424772848,64.08175081,91.52537718,0,550.622157773838,2,"No_shrub",0
"Q52",2012,29,27.9125852239865,82.5918993,78.64771733,0,550.622157773838,2,"No_shrub",0
"Q52",2012,3,39.708709680479,93.57374489,27.51774491,0,550.622157773838,2,"No_shrub",0
"Q52",2012,30,19.3658492694855,86.63164828,49.69762055,0,550.622157773838,2,"No_shrub",0
"Q52",2012,31,23.6016200777165,37.76602223,87.82241151,0,550.622157773838,2,"No_shrub",0
"Q52",2012,32,3.67248508469949,34.24656062,99.07236977,0,550.622157773838,2,"No_shrub",0
"Q52",2012,33,4.33615287298999,22.17572524,99.25084448,1,550.622157773838,2,"No_shrub",0
"Q52",2012,34,0.75,9.27875933,97.025931,1,550.622157773838,2,"No_shrub",1
"Q52",2012,36,6.0944276227275,26.52054695,62.58170324,0,550.622157773838,2,"No_shrub",0
"Q52",2012,4,25.4128201881285,88.46900256,36.68572258,0,550.622157773838,2,"No_shrub",0
"Q52",2012,42,0.5,45.4550905,54.73661,0,550.622157773838,2,"No_shrub",0
"Q52",2012,43,0.25,28.472114,96.64008,1,550.622157773838,2,"No_shrub",0
"Q52",2012,45,3.096608279869,20.82431888,78.55208265,0,550.622157773838,2,"No_shrub",1
"Q52",2012,5,12.7128460588935,68.31213275,35.14015243,0,550.622157773838,2,"No_shrub",0
"Q52",2012,50,0.75,4.383958,71.51563733,0,550.622157773838,2,"No_shrub",1
"Q52",2012,56,0.25,32.672383,59.333755,0,550.622157773838,2,"No_shrub",1
"Q52",2012,58,0.5,25.6774465,55.2988515,0,550.622157773838,2,"No_shrub",0
"Q52",2012,6,23.361310375696,75.37010329,41.20626131,0,550.622157773838,2,"No_shrub",0
"Q52",2012,62,0.25,28.356359,51.760042,0,550.622157773838,2,"No_shrub",1
"Q52",2012,63,0.5,27.226365,46.019123,0,550.622157773838,2,"No_shrub",1
"Q52",2012,65,0.2498905741405,0.11275367,47.6336485,1,550.622157773838,2,"No_shrub",0
"Q52",2012,67,0.25,22.965462,38.922213,0,550.622157773838,2,"No_shrub",1
"Q52",2012,7,41.9729678314515,64.41808974,12.02715951,0,550.622157773838,2,"No_shrub",0
"Q52",2012,71,2.1724557542855,18.16284699,34.89631978,0,550.622157773838,2,"No_shrub",1
"Q52",2012,72,1,22.2047835,34.567603,0,550.622157773838,2,"No_shrub",1
"Q52",2012,73,0.75,24.14139067,33.05727033,0,550.622157773838,2,"No_shrub",1
"Q52",2012,74,0.25,73.941953,31.293378,0,550.622157773838,2,"No_shrub",0
"Q52",2012,76,0.25,28.389432,31.116988,0,550.622157773838,2,"No_shrub",1
"Q52",2012,77,0.75,68.841364,28.20656567,0,550.622157773838,2,"No_shrub",0
"Q52",2012,79,1.920055450609,29.6255409,28.48440477,0,550.622157773838,2,"No_shrub",1
"Q52",2012,8,6.53586105516149,77.63850957,10.49606625,0,550.622157773838,2,"No_shrub",0
"Q52",2012,81,3.4464846129305,91.07730188,5.6858124,0,550.622157773838,2,"No_shrub",0
"Q52",2012,82,0.75,88.78804767,2.32144467,1,550.622157773838,2,"No_shrub",0
"Q52",2012,9,49.230472935874,33.92295305,9.23528935,0,550.622157773838,2,"No_shrub",1
"Q52",2013,1,20.788929754987,83.11335481,25.74689994,0,966.7487977696,3,"No_shrub",0
